Make,Model,Drivetrain,Body Style,Transmission_Type,Engine_Cylinders
Volkswagen,Beetle,Rear-wheel drive,Convertible,Manual,H4
Ford,Falcon,Rear-wheel drive,Convertible,Manual,V8
Ferrari,Replica,Rear-wheel drive,Coupe,Manual,V8
Chevrolet,Corvair,Rear-wheel drive,Coupe,Manual,H6
Morris,Minor,Rear-wheel drive,Truck,Manual,I4
MG,MGA,Rear-wheel drive,Convertible,Manual,I4
Porsche,Tractor,Rear-wheel drive,Truck,Manual,Other
Rover,P4,Rear-wheel drive,Sedan,Manual,I6
Chevrolet,C/K Series,Rear-wheel drive,Truck,Manual,Electric
Dodge,Power Wagon,4WD/AWD,Truck,Automatic,V8
Chevrolet,Pickup,Rear-wheel drive,Truck,Automatic,V8
Other,Kart,Rear-wheel drive,Coupe,Manual,I2
Jaguar,XK,Rear-wheel drive,Convertible,Manual,I6
Chevrolet,Pickup,Rear-wheel drive,Van/Minivan,Automatic,V8
Chevrolet,Bel Air,Rear-wheel drive,Wagon,Automatic,V8
Ford,Thunderbird,Rear-wheel drive,Convertible,Manual,V8
Ford,F-100,Rear-wheel drive,Truck,Manual,I6
Chevrolet,Pickup,Rear-wheel drive,Truck,Manual,I6
Hudson,Hornet,Rear-wheel drive,Coupe,Automatic,I6
Ford,GPW,4WD/AWD,SUV/Crossover,Manual,I4
Triking,Super,Rear-wheel drive,Convertible,Manual,Other
Ford,Roadster,Rear-wheel drive,Convertible,Automatic,V8
Auburn,8-100,Rear-wheel drive,Convertible,Manual,I8
Ford,Model A,Rear-wheel drive,Sedan,Automatic,V8
Bugatti,Replica,Rear-wheel drive,Convertible,Manual,I6
Bugatti,Replica,Rear-wheel drive,Convertible,Manual,H4
Ford,Model T,Rear-wheel drive,Sedan,Manual,I4
